country,mean_dist,median_dist,max_dist,argmax_dist,min_dist,argmin_dist,mean_distw,median_distw,max_distw,argmax_distw,p90_distw,min_distw,argmin_distw,mean_distcap,median_distcap,max_distcap,argmax_distcap,min_distcap,argmin_distcap
Vanuatu,13279.76944813084,14298.535,19579.91,Mauritania,538.6225,New Caledonia,13326.285528095239,14359.810000000001,19599.64,Mauritania,17325.197,579.1039,New Caledonia,13286.009335981309,14305.395,19579.91,Mauritania,538.6225,New Caledonia
Venezuela,9190.12882580645,9201.287,19229.31,Christmas Island,275.9078,Netherlands Antilles,9194.918584507042,9216.208,19146.71,Indonesia,15062.658000000003,437.7823,Aruba,9190.30422672811,9201.287,19229.31,Christmas Island,275.9078,Netherlands Antilles
Vietnam,9479.947273394495,8786.972000000002,19228.99,Bolivia,807.9218,Macao SAR China,9833.993102803737,9198.295999999998,19293.46,Peru,16629.195,852.594,Thailand,9473.519328440367,8780.605,19080.63,Bolivia,807.9218,Macao SAR China
Wallis & Futuna,13207.359581278539,14540.3,19846.2,Niger,662.7784,Tokelau,13261.599081860464,14538.54,19697.69,Niger,17749.21,470.5988,Samoa,13215.184302739726,14540.3,19846.2,Niger,662.7784,Tokelau
Western Sahara,7004.643582272727,5825.745,19795.78,Norfolk Island,975.2991,Morocco,6958.694522222222,5829.722,19710.59,Norfolk Island,13457.14,973.7548,Mauritania,6997.313627727273,5825.745,19795.78,Norfolk Island,975.2991,Morocco
Yemen,7069.941251818182,5454.2615000000005,16386.49,Niue,438.8798,Djibouti,7071.764775462963,5444.5715,16345.38,Niue,13526.865,382.2192,Djibouti,7059.08882,5443.57,16386.49,Niue,438.8798,Djibouti
Yugoslavia,6511.047010185185,6165.235000000001,18002.01,New Zealand,317.1298,Hungary,6452.948276886793,5870.903,17790.12,New Zealand,11856.707,338.0825,Albania,6498.085236574075,6147.799,18002.01,New Zealand,317.1298,Hungary
Zaire,7430.418309,6793.859,18346.47,Tokelau,10.47888,Congo - Brazzaville,7444.533599537037,6743.6425,17929.67,Tokelau,12583.635,744.2575,Congo - Brazzaville,7424.756227181818,6793.859,18346.47,Tokelau,10.47888,Congo - Brazzaville
Zambia,7956.499654545454,7723.0915,16511.24,Tokelau,396.8041,Zimbabwe,7877.063871759259,7472.6455000000005,16623.72,Tokelau,13127.955,583.7954,Zimbabwe,7950.015495454546,7708.827499999999,16511.24,Tokelau,396.8041,Zimbabwe
Zimbabwe,8099.558071363636,7938.9645,16117.38,Tokelau,396.8041,Zambia,8115.31064074074,7913.8085,16113.09,Tokelau,13197.295,583.7954,Zambia,8093.212854545454,7938.9645,16117.38,Tokelau,396.8041,Zambia
